Node Index,Similarity
0,0.8129141330718994
1,0.7925205230712891
2,0.7786312103271484
3,0.7994719743728638
4,0.7707836627960205
5,0.8133656978607178
6,0.8067522048950195
7,0.8166499733924866
8,0.8517087697982788
9,0.7408362030982971
10,0.87088543176651
11,0.8346342444419861
12,0.7743812799453735
13,0.8695704936981201
14,0.7609795928001404
15,0.8659287691116333
16,0.8150936365127563
17,0.7652899026870728
18,0.7772859334945679
19,0.7327269315719604
20,0.7346286177635193
21,0.831283450126648
22,0.8309791684150696
23,0.8667332530021667
24,0.7661617994308472
25,0.8554326295852661
26,0.790229082107544
27,0.8146346807479858
28,0.7725855708122253
29,0.734187126159668
30,0.7702288627624512
31,0.7498570084571838
32,0.7849158048629761
33,0.780341386795044
34,0.7854897975921631
35,0.8412716388702393
36,0.7116237282752991
37,0.7699850797653198
38,0.7838988304138184
39,0.7108686566352844
40,0.7781864404678345
41,0.8140342235565186
42,0.7169467210769653
43,0.7615007758140564
44,0.8741365075111389
45,0.770827054977417
46,0.8299635648727417
47,0.794865608215332
48,0.8722324371337891
49,0.8116651773452759
50,0.816182017326355
51,0.7086629271507263
52,0.8546170592308044
53,0.8447725772857666
54,0.7817070484161377
55,0.8530652523040771
56,0.7925910949707031
57,0.8343033194541931
58,0.6954354047775269
59,0.7302886247634888
60,0.8243211507797241
61,0.7645426392555237
62,0.7527410984039307
63,0.822195291519165
64,0.8435575366020203
65,0.7670724391937256
66,0.8214061260223389
67,0.8219491243362427
68,0.8248037695884705
69,0.8186969757080078
70,0.8363611698150635
71,0.8093365430831909
72,0.7388360500335693
73,0.7271692752838135
74,0.7359591722488403
75,0.773111879825592
76,0.8292162418365479
77,0.852275550365448
78,0.7599725723266602
79,0.7537163496017456
80,0.7934608459472656
81,0.8026933670043945
82,0.8341867923736572
83,0.8004222512245178
84,0.7681050896644592
85,0.722773015499115
86,0.8253711462020874
87,0.7381714582443237
88,0.7726168632507324
89,0.7260453701019287
90,0.8192543983459473
91,0.829978346824646
92,0.8195339441299438
93,0.8154668211936951
94,0.720012366771698
95,0.7806461453437805
96,0.7906004786491394
97,0.7581976652145386
98,0.875266969203949
99,0.7607247829437256
100,0.7599319219589233
101,0.765688419342041
102,0.7432396411895752
103,0.8141199946403503
104,0.6483991146087646
105,0.8410452008247375
106,0.7914753556251526
107,0.8112456798553467
108,0.7178029417991638
109,0.8252982497215271
110,0.7447349429130554
111,0.7788976430892944
112,0.801319420337677
113,0.6888174414634705
114,0.8221824169158936
115,0.8240973353385925
116,0.8325053453445435
117,0.7415146231651306
118,0.7610860466957092
119,0.7115020751953125
120,0.8223137259483337
121,0.7612557411193848
122,0.7903758883476257
123,0.8390939831733704
124,0.7905651330947876
125,0.8060187101364136
126,0.8799822330474854
127,0.8742744326591492
128,0.7208112478256226
129,0.7005435228347778
130,0.6812630891799927
131,0.7469332218170166
132,0.7677713632583618
133,0.768984317779541
134,0.7978146076202393
135,0.739953875541687
136,0.7416819334030151
137,0.7698915600776672
138,0.8373644351959229
139,0.6777966022491455
140,0.698348343372345
141,0.8525419235229492
142,0.8039751052856445
143,0.7008922100067139
144,0.7657618522644043
145,0.8055398464202881
146,0.8082153797149658
147,0.8019038438796997
148,0.7361884117126465
149,0.8759043216705322
150,0.7064431309700012
151,0.8270163536071777
152,0.6804074048995972
153,0.7844566106796265
154,0.8145698308944702
155,0.8194592595100403
156,0.751844584941864
157,0.855124294757843
158,0.8243470191955566
159,0.8549265265464783
160,0.8144434094429016
161,0.7947032451629639
162,0.8425962328910828
163,0.7733407616615295
164,0.7890444993972778
165,0.8416943550109863
166,0.8507605791091919
167,0.8501591682434082
168,0.78667813539505
169,0.8330262899398804
170,0.8405954837799072
171,0.7234584093093872
172,0.824894905090332
173,0.7552157044410706
174,0.7903215885162354
175,0.7234954833984375
176,0.7982755899429321
177,0.7752001285552979
178,0.7564621567726135
179,0.7407584190368652
180,0.7927477955818176
181,0.6953176259994507
182,0.7841753959655762
183,0.7263340950012207
