First Index,Second Index,Similarity
7853,16523,0.7633702754974365
9265,11532,0.8494409322738647
9684,13378,0.5370511412620544
9312,11020,0.81688392162323
3594,10749,0.8269649147987366
8244,17160,0.8359040021896362
9061,11846,0.7466087937355042
6452,17697,0.8669443130493164
3470,15675,0.761233925819397
7211,15729,0.7409987449645996
3790,18606,0.715813398361206
6208,14731,0.858817458152771
9354,17112,0.8517600893974304
5366,15139,0.7781660556793213
791,14375,0.789279580116272
260,16228,0.7531085014343262
8636,17794,0.7910276651382446
7834,10215,0.7730885744094849
8122,17165,0.8252969980239868
4213,18084,0.7634016275405884
3048,16255,0.6901615858078003
9271,11034,0.8639380931854248
4262,19141,0.7638609409332275
8267,11706,0.8050076961517334
5821,17238,0.8008722066879272
7326,11431,0.6975284218788147
145,16084,0.862777829170227
6221,11602,0.7895203828811646
4528,18866,0.7827720046043396
3162,17098,0.7399195432662964
4917,19116,0.825850784778595
8829,12770,0.8352949023246765
8776,16790,0.5462945699691772
6253,17969,0.8447595834732056
7828,10735,0.7493821382522583
3934,12577,0.8060812950134277
3353,18706,0.784201979637146
1477,15976,0.7658700346946716
3324,10134,0.8012920618057251
3819,10019,0.8133120536804199
9309,10952,0.8130013942718506
9012,9820,0.800595223903656
8844,11073,0.7487236261367798
8728,14011,0.8050497174263
2413,11043,0.8723875284194946
2173,17804,0.7954665422439575
4406,12368,0.7985687255859375
6386,14882,0.7704914808273315
3584,18296,0.7440158724784851
4269,18716,0.8142439126968384
2396,18789,0.882853627204895
1162,19088,0.7477272152900696
514,13645,0.7057213187217712
1452,13003,0.8025579452514648
6791,18274,0.8009410500526428
1336,14844,0.8274997472763062
4733,13134,0.7878710031509399
8760,10779,0.7935963869094849
7568,13354,0.7317235469818115
151,13746,0.8435561656951904
227,15810,0.7829990386962891
3177,17319,0.7787003517150879
5766,16778,0.8218792080879211
4349,18243,0.889629065990448
8299,17946,0.7347383499145508
1914,15042,0.7442225813865662
2643,13479,0.8623707890510559
3275,13058,0.8124469518661499
6317,10898,0.7562593221664429
7125,17011,0.7120144963264465
8190,10476,0.7924284338951111
3987,15098,0.8074451088905334
5932,15824,0.7816066145896912
2868,18852,0.7882423400878906
4991,14424,0.7645856142044067
5835,11570,0.8825945258140564
8685,16114,0.8434365391731262
5308,15881,0.857039213180542
1342,18953,0.7520553469657898
969,10642,0.8168843984603882
4461,13424,0.8216444253921509
9372,15058,0.6469101905822754
3718,12146,0.74384605884552
9290,13421,0.7863094806671143
5442,18258,0.766613781452179
678,10248,0.8755450248718262
8359,14725,0.8231806755065918
4777,11058,0.8106145858764648
9476,15514,0.8572409152984619
1885,9869,0.8273510932922363
2541,18890,0.7250860929489136
4611,10003,0.8594503998756409
7128,10644,0.7171050310134888
9424,13252,0.7143204808235168
5255,13076,0.8054310083389282
1029,17544,0.7358419299125671
9045,12756,0.743725061416626
9058,13662,0.7773897647857666
5549,18477,0.7833223342895508
2369,11346,0.7626475095748901
1631,16302,0.8712565898895264
2339,13783,0.7262344360351562
4001,11871,0.7547710537910461
310,14241,0.8674430847167969
7343,16867,0.8912781476974487
2027,15322,0.6730488538742065
1152,10499,0.7288562655448914
4130,17033,0.7838125228881836
938,14834,0.8241733312606812
4970,10020,0.8620810508728027
8846,12956,0.7472811937332153
2880,18553,0.8120251893997192
3210,15655,0.7118731737136841
2441,16457,0.8514951467514038
6786,18855,0.8429625034332275
8310,17305,0.8158575296401978
7196,19154,0.8082969784736633
8862,18588,0.7559665441513062
8872,14495,0.8561258912086487
2518,15702,0.844473659992218
5899,18238,0.788678765296936
5055,10079,0.7164850234985352
7376,12544,0.7283065319061279
2108,17543,0.7566468119621277
7641,15141,0.7960000038146973
9431,12201,0.8594209551811218
9082,12025,0.7333233952522278
3776,12100,0.8227911591529846
7838,14828,0.737383246421814
5707,11404,0.7415632009506226
7489,13257,0.8504838347434998
1154,9842,0.7445937395095825
8139,13312,0.8528741598129272
9627,12136,0.848131537437439
2490,9959,0.8581146001815796
8135,15919,0.8115784525871277
8216,16996,0.7293626070022583
4393,15544,0.7555380463600159
4229,16229,0.8533470630645752
5452,16506,0.7792937755584717
3408,14881,0.825870931148529
8518,15458,0.8003804683685303
9677,18456,0.8316650390625
5051,13886,0.8578073978424072
2449,11840,0.8107249140739441
8863,11467,0.8037528991699219
850,13496,0.8518779277801514
8403,13247,0.784574031829834
4062,12634,0.7510499358177185
2382,12735,0.7672592401504517
7981,17750,0.8092349767684937
6956,14647,0.8372200727462769
1286,12849,0.7793276309967041
141,18311,0.7829618453979492
3836,11436,0.7903741002082825
6273,16976,0.7811165452003479
5696,15459,0.8469150066375732
5096,13788,0.7607555389404297
4356,16561,0.8500949144363403
8127,9966,0.8588645458221436
8202,15107,0.8154206275939941
4228,16049,0.8008551597595215
2778,18324,0.695152997970581
3960,11053,0.8990525007247925
2292,18909,0.8012794852256775
5446,10263,0.7899203300476074
3835,10988,0.8183972835540771
2593,16145,0.7937716245651245
44,16556,0.8594961166381836
3659,16233,0.8062777519226074
2722,13139,0.8225618600845337
9645,16415,0.7825251221656799
79,13764,0.7364139556884766
3440,18515,0.8094205856323242
4432,17933,0.8824740052223206
1930,12944,0.8096685409545898
8105,9975,0.8231555223464966
4739,15625,0.7420014142990112
9403,10990,0.8132004141807556
6916,15835,0.7687515020370483
8143,14411,0.8833596706390381
7415,17367,0.8036582469940186
6615,15571,0.8384627103805542
5313,18306,0.8274672627449036
4687,18325,0.7926291227340698
3969,12599,0.7957004308700562
3255,16275,0.7314572334289551
5027,12771,0.8413904309272766
6297,16846,0.7240384221076965
2138,17028,0.7315207719802856
3038,10931,0.816481351852417
6678,15846,0.8453607559204102
1010,16361,0.8361780643463135
4856,17311,0.5971758365631104
2168,12514,0.8398237228393555
3946,17148,0.835314929485321
8438,10296,0.8475185632705688
3018,16727,0.8065913915634155
8445,14160,0.7794451117515564
2714,12816,0.7994601726531982
4205,12535,0.8464854955673218
8375,14954,0.8016195297241211
3759,11426,0.7739776372909546
5031,11578,0.851134181022644
8409,17895,0.807706356048584
5282,17507,0.806491494178772
7873,9883,0.7872798442840576
902,14816,0.744148850440979
4368,15928,0.8549267053604126
4345,9824,0.8532559871673584
8213,13884,0.8388614654541016
3333,11126,0.7694003582000732
4843,17179,0.8316024541854858
2240,15136,0.82144695520401
2838,19171,0.8097684979438782
1276,13897,0.6859686374664307
5873,10843,0.7527700066566467
5145,15289,0.8483936786651611
963,15588,0.9014366865158081
3652,10548,0.8780630826950073
2708,17649,0.7396766543388367
8743,12613,0.8452086448669434
6248,13534,0.7727434635162354
1911,15829,0.7862652540206909
8579,9753,0.7814840078353882
7521,10169,0.7197014689445496
